payment_id,order_id,seller_id,expected_payout,actual_payout,discrepancy_flag,discrepancy_amt,settlement_date,settlement_cycle,status,discrepancy_pct,discrepancy_severity,risk_score,severity_tier
PAY000006005,ORD000007714,S00421,5060.05,2749.28,1,2310.77,2024-01-27 23:59:00,W4,disputed,45.67,critical,0.3359,Critical (>30%)
PAY000002853,ORD000003625,S00490,862.12,435.26,1,426.86,2024-04-18 13:57:00,W16,disputed,49.51,critical,0.3359,Critical (>30%)
PAY000065756,ORD000084168,S00021,122.41,60.91,1,61.5,2023-07-15 10:55:00,W28,disputed,50.24,critical,0.3358,Critical (>30%)
PAY000024150,ORD000030923,S00497,3848.94,2052.38,1,1796.56,2023-11-01 12:18:00,W44,disputed,46.68,critical,0.3357,Critical (>30%)
PAY000060321,ORD000077192,S00381,1494.8,764.59,1,730.21,2023-11-26 11:59:00,W47,disputed,48.85,critical,0.3356,Critical (>30%)
PAY000023905,ORD000030613,S00232,1682.15,863.55,1,818.6,2024-07-03 06:04:00,W27,disputed,48.66,critical,0.3356,Critical (>30%)
PAY000065977,ORD000084453,S00141,710.05,357.83,1,352.22,2023-11-28 07:18:00,W48,disputed,49.6,critical,0.3355,Critical (>30%)
PAY000021433,ORD000027428,S00105,287.29,143.63,1,143.66,2023-07-18 14:17:00,W29,disputed,50.01,critical,0.3354,Critical (>30%)
PAY000113636,ORD000145451,S00399,3551.35,1886.04,1,1665.31,2024-05-25 15:58:00,W21,disputed,46.89,critical,0.3353,Critical (>30%)
PAY000102521,ORD000131209,S00212,2515.77,1312.74,1,1203.03,2023-09-02 07:12:00,W35,disputed,47.82,critical,0.3352,Critical (>30%)
PAY000117074,ORD000149899,S00294,1242.38,633.44,1,608.94,2024-03-22 18:40:00,W12,disputed,49.01,critical,0.3351,Critical (>30%)
PAY000088857,ORD000113748,S00088,1317.64,672.77,1,644.87,2024-01-12 08:12:00,W2,disputed,48.94,critical,0.3351,Critical (>30%)
PAY000095910,ORD000122801,S00470,2657.78,1391.69,1,1266.09,2023-12-24 02:44:00,W51,disputed,47.64,critical,0.3349,Critical (>30%)
PAY000083846,ORD000107352,S00350,635.13,320.41,1,314.72,2023-10-11 06:09:00,W41,disputed,49.55,critical,0.3347,Critical (>30%)
PAY000012876,ORD000016481,S00398,1324.56,677.21,1,647.35,2023-11-01 09:20:00,W44,disputed,48.87,critical,0.3346,Critical (>30%)
PAY000045116,ORD000057746,S00454,42911.5,31425.14,1,11486.36,2023-12-04 04:30:00,W49,disputed,26.77,critical,0.3345,High (15-30%)
PAY000036591,ORD000046910,S00244,6670.29,3723.75,1,2946.54,2023-11-16 12:01:00,W46,disputed,44.17,critical,0.3345,Critical (>30%)
PAY000037269,ORD000047784,S00005,1035.63,527.09,1,508.54,2023-06-04 05:09:00,W22,disputed,49.1,critical,0.3343,Critical (>30%)
PAY000043932,ORD000056197,S00299,1124.41,573.52,1,550.89,2024-07-10 04:30:00,W28,disputed,48.99,critical,0.3341,Critical (>30%)
PAY000072203,ORD000092383,S00482,177.55,88.92,1,88.63,2023-03-16 02:04:00,W11,disputed,49.92,critical,0.3341,Critical (>30%)
PAY000066401,ORD000084970,S00143,1736.24,895.86,1,840.38,2023-06-18 16:06:00,W24,disputed,48.4,critical,0.3341,Critical (>30%)
PAY000019187,ORD000024571,S00078,797.73,404.38,1,393.35,2023-07-21 05:54:00,W29,disputed,49.31,critical,0.3341,Critical (>30%)
PAY000036480,ORD000046752,S00239,2151.47,1119.46,1,1032.01,2024-01-27 21:18:00,W4,disputed,47.97,critical,0.3339,Critical (>30%)
PAY000038042,ORD000048754,S00157,691.75,350.18,1,341.57,2023-04-29 19:54:00,W17,disputed,49.38,critical,0.3339,Critical (>30%)
PAY000021265,ORD000027215,S00299,1584.56,815.98,1,768.58,2024-05-31 09:26:00,W22,disputed,48.5,critical,0.3338,Critical (>30%)
PAY000105982,ORD000135631,S00152,1725.01,890.89,1,834.12,2024-04-17 06:13:00,W16,disputed,48.35,critical,0.3337,Critical (>30%)
PAY000090112,ORD000115310,S00422,233.37,117.19,1,116.18,2024-05-02 02:40:00,W18,disputed,49.78,critical,0.3335,Critical (>30%)
PAY000073682,ORD000094296,S00377,823.85,418.93,1,404.92,2023-02-20 09:43:00,W8,disputed,49.15,critical,0.3332,Critical (>30%)
PAY000034575,ORD000044342,S00067,1090.55,557.63,1,532.92,2024-02-09 18:05:00,W6,disputed,48.87,critical,0.3331,Critical (>30%)
PAY000023934,ORD000030648,S00169,1140.93,583.95,1,556.98,2023-02-16 00:13:00,W7,disputed,48.82,critical,0.3331,Critical (>30%)
PAY000011605,ORD000014848,S00102,3156.73,1675.54,1,1481.19,2023-03-20 13:45:00,W12,disputed,46.92,critical,0.333,Critical (>30%)
PAY000114013,ORD000145959,S00259,9465.82,5505.25,1,3960.57,2023-01-22 16:08:00,W3,disputed,41.84,critical,0.3328,Critical (>30%)
PAY000000846,ORD000001081,S00169,3203.22,1704.79,1,1498.43,2023-09-10 01:41:00,W36,disputed,46.78,critical,0.3323,Critical (>30%)
PAY000085213,ORD000109083,S00316,187.26,94.3,1,92.96,2024-01-27 04:00:00,W4,disputed,49.64,critical,0.3323,Critical (>30%)
PAY000044120,ORD000056437,S00384,635.46,323.02,1,312.44,2023-04-13 01:45:00,W15,disputed,49.17,critical,0.3321,Critical (>30%)
PAY000113838,ORD000145728,S00024,747.54,380.79,1,366.75,2023-08-18 10:32:00,W33,disputed,49.06,critical,0.3321,Critical (>30%)
PAY000082164,ORD000105187,S00103,780.1,397.69,1,382.41,2023-11-19 20:23:00,W46,disputed,49.02,critical,0.332,Critical (>30%)
PAY000048003,ORD000061426,S00062,1265.45,651.24,1,614.21,2023-03-09 15:09:00,W10,disputed,48.54,critical,0.332,Critical (>30%)
PAY000056557,ORD000072370,S00226,7408.76,4203.51,1,3205.25,2024-05-24 20:50:00,W21,disputed,43.26,critical,0.332,Critical (>30%)
PAY000080320,ORD000102852,S00043,5794.24,3215.06,1,2579.18,2023-09-07 17:54:00,W36,disputed,44.51,critical,0.3318,Critical (>30%)
PAY000001393,ORD000001767,S00180,1276.64,658.09,1,618.55,2023-09-10 03:42:00,W36,disputed,48.45,critical,0.3315,Critical (>30%)
PAY000078526,ORD000100525,S00427,3089.07,1644.7,1,1444.37,2023-08-10 13:32:00,W32,disputed,46.76,critical,0.3314,Critical (>30%)
PAY000077620,ORD000099365,S00229,224.91,113.68,1,111.23,2023-04-03 05:52:00,W14,disputed,49.46,critical,0.3313,Critical (>30%)
PAY000023891,ORD000030597,S00185,19835.47,12817.29,1,7018.18,2023-06-11 07:36:00,W23,disputed,35.38,critical,0.3312,Critical (>30%)
PAY000055702,ORD000071283,S00441,1211.09,624.23,1,586.86,2024-01-22 17:47:00,W4,disputed,48.46,critical,0.3311,Critical (>30%)
PAY000077792,ORD000099584,S00281,1952.76,1020.35,1,932.41,2023-08-14 12:35:00,W33,disputed,47.75,critical,0.3311,Critical (>30%)
PAY000089434,ORD000114479,S00287,2338.8,1230.66,1,1108.14,2023-06-16 15:51:00,W24,disputed,47.38,critical,0.331,Critical (>30%)
PAY000108380,ORD000138708,S00182,8927.62,5178.19,1,3749.43,2023-05-11 19:41:00,W19,disputed,42.0,critical,0.331,Critical (>30%)
PAY000095234,ORD000121920,S00466,6345.71,3559.49,1,2786.22,2023-03-01 05:55:00,W9,disputed,43.91,critical,0.3306,Critical (>30%)
PAY000000319,ORD000000401,S00491,2800.23,1486.58,1,1313.65,2023-09-18 11:42:00,W38,disputed,46.91,critical,0.3306,Critical (>30%)
PAY000020536,ORD000026283,S00107,12816.73,7778.88,1,5037.85,2024-02-02 20:28:00,W5,disputed,39.31,critical,0.3305,Critical (>30%)
PAY000046048,ORD000058965,S00351,341.46,173.43,1,168.03,2023-05-03 03:29:00,W18,disputed,49.21,critical,0.3304,Critical (>30%)
PAY000085986,ORD000110086,S00211,998.45,513.7,1,484.75,2024-05-21 06:16:00,W21,disputed,48.55,critical,0.3303,Critical (>30%)
PAY000077221,ORD000098843,S00473,491.39,250.43,1,240.96,2024-07-15 16:43:00,W29,disputed,49.04,critical,0.3303,Critical (>30%)
PAY000068316,ORD000087387,S00353,612.99,313.19,1,299.8,2024-03-27 16:27:00,W13,disputed,48.91,critical,0.3302,Critical (>30%)
PAY000055602,ORD000071159,S00482,799.03,409.81,1,389.22,2023-04-13 22:19:00,W15,disputed,48.71,critical,0.3301,Critical (>30%)
PAY000066416,ORD000084989,S00100,4966.5,2733.78,1,2232.72,2024-06-19 19:00:00,W25,disputed,44.96,critical,0.3301,Critical (>30%)
PAY000039424,ORD000050532,S00378,368.44,187.45,1,180.99,2024-01-31 01:31:00,W5,disputed,49.12,critical,0.33,Critical (>30%)
PAY000111635,ORD000142905,S00054,1516.35,788.52,1,727.83,2023-09-11 06:40:00,W37,disputed,48.0,critical,0.3299,Critical (>30%)
PAY000060274,ORD000077129,S00243,2163.65,1138.27,1,1025.38,2023-11-20 02:40:00,W47,disputed,47.39,critical,0.3299,Critical (>30%)
PAY000087917,ORD000112532,S00105,2437.7,1289.88,1,1147.82,2024-02-28 22:09:00,W9,disputed,47.09,critical,0.3296,Critical (>30%)
PAY000105989,ORD000135640,S00313,755.59,387.78,1,367.81,2024-06-14 03:09:00,W24,disputed,48.68,critical,0.3296,Critical (>30%)
PAY000102149,ORD000130740,S00152,591.59,302.71,1,288.88,2023-03-24 15:04:00,W12,disputed,48.83,critical,0.3295,Critical (>30%)
PAY000081860,ORD000104804,S00021,2249.89,1187.12,1,1062.77,2024-03-13 13:22:00,W11,disputed,47.24,critical,0.3294,Critical (>30%)
PAY000078577,ORD000100589,S00382,6055.35,3394.21,1,2661.14,2024-03-22 17:31:00,W12,disputed,43.95,critical,0.3292,Critical (>30%)
PAY000044717,ORD000057215,S00359,813.04,418.28,1,394.76,2024-05-23 13:44:00,W21,disputed,48.55,critical,0.3291,Critical (>30%)
PAY000058582,ORD000074964,S00045,1551.36,809.68,1,741.68,2023-06-01 06:54:00,W22,disputed,47.81,critical,0.3289,Critical (>30%)
PAY000025377,ORD000032523,S00394,1380.52,718.47,1,662.05,2023-05-15 18:47:00,W20,disputed,47.96,critical,0.3288,Critical (>30%)
PAY000091535,ORD000117150,S00009,1199.2,622.03,1,577.17,2023-10-14 01:57:00,W41,disputed,48.13,critical,0.3288,Critical (>30%)
PAY000000206,ORD000000258,S00482,2583.0,1372.76,1,1210.24,2023-10-12 13:48:00,W41,disputed,46.85,critical,0.3288,Critical (>30%)
PAY000074368,ORD000095171,S00338,350.34,178.88,1,171.46,2023-08-06 20:42:00,W31,disputed,48.94,critical,0.3287,Critical (>30%)
PAY000091376,ORD000116926,S00111,1986.61,1046.37,1,940.24,2023-03-09 20:16:00,W10,disputed,47.33,critical,0.3284,Critical (>30%)
PAY000080184,ORD000102678,S00341,3778.26,2050.29,1,1727.97,2023-01-29 12:03:00,W4,disputed,45.73,critical,0.3284,Critical (>30%)
PAY000116836,ORD000149581,S00114,1622.82,849.76,1,773.06,2023-07-14 23:07:00,W28,disputed,47.64,critical,0.3282,Critical (>30%)
PAY000039183,ORD000050224,S00060,307.74,157.27,1,150.47,2023-10-31 09:54:00,W44,disputed,48.9,critical,0.3281,Critical (>30%)
PAY000021546,ORD000027594,S00445,753.72,388.56,1,365.16,2023-07-14 02:22:00,W28,disputed,48.45,critical,0.328,Critical (>30%)
PAY000069773,ORD000089231,S00119,148.02,75.41,1,72.61,2024-05-24 08:04:00,W21,disputed,49.05,critical,0.328,Critical (>30%)
PAY000091771,ORD000117468,S00293,788.0,406.66,1,381.34,2024-03-08 05:23:00,W10,disputed,48.39,critical,0.3278,Critical (>30%)
PAY000084870,ORD000108645,S00353,1562.13,818.39,1,743.74,2024-02-21 05:29:00,W8,disputed,47.61,critical,0.3276,Critical (>30%)
PAY000069124,ORD000088438,S00387,327.8,167.9,1,159.9,2023-06-17 09:43:00,W24,disputed,48.78,critical,0.3274,Critical (>30%)
PAY000082375,ORD000105461,S00040,214.36,109.58,1,104.78,2023-03-28 17:45:00,W13,disputed,48.88,critical,0.3273,Critical (>30%)
PAY000003899,ORD000004971,S00093,1487.23,778.55,1,708.68,2023-10-04 19:01:00,W40,disputed,47.65,critical,0.3273,Critical (>30%)
PAY000077735,ORD000099512,S00005,578.37,297.9,1,280.47,2023-05-02 06:32:00,W18,disputed,48.49,critical,0.3271,Critical (>30%)
PAY000075052,ORD000096040,S00231,1502.58,787.34,1,715.24,2023-09-13 22:29:00,W37,disputed,47.6,critical,0.3271,Critical (>30%)
PAY000013754,ORD000017618,S00269,2580.51,1378.08,1,1202.43,2023-03-17 14:16:00,W11,disputed,46.6,critical,0.3271,Critical (>30%)
PAY000114236,ORD000146243,S00173,1016.31,527.96,1,488.35,2024-06-06 15:15:00,W23,disputed,48.05,critical,0.327,Critical (>30%)
PAY000062088,ORD000079446,S00050,3140.65,1692.93,1,1447.72,2023-05-06 18:49:00,W18,disputed,46.1,critical,0.327,Critical (>30%)
PAY000081661,ORD000104549,S00395,7266.94,4163.37,1,3103.57,2023-10-04 06:38:00,W40,disputed,42.71,critical,0.3269,Critical (>30%)
PAY000071769,ORD000091833,S00139,809.05,418.96,1,390.09,2024-05-20 12:24:00,W21,disputed,48.22,critical,0.3268,Critical (>30%)
PAY000067769,ORD000086719,S00305,1415.06,741.03,1,674.03,2023-01-19 18:33:00,W3,disputed,47.63,critical,0.3267,Critical (>30%)
PAY000088150,ORD000112827,S00078,146.81,75.09,1,71.72,2023-01-29 00:25:00,W4,disputed,48.85,critical,0.3267,Critical (>30%)
PAY000031701,ORD000040652,S00467,902.4,468.33,1,434.07,2023-05-03 17:24:00,W18,disputed,48.1,critical,0.3266,Critical (>30%)
PAY000000196,ORD000000247,S00126,5515.22,3089.2,1,2426.02,2023-04-12 15:51:00,W15,disputed,43.99,critical,0.3263,Critical (>30%)
PAY000057038,ORD000072974,S00147,3051.64,1645.64,1,1406.0,2023-05-03 02:20:00,W18,disputed,46.07,critical,0.3263,Critical (>30%)
PAY000073016,ORD000093441,S00019,1511.65,794.28,1,717.37,2023-11-25 18:08:00,W47,disputed,47.46,critical,0.3262,Critical (>30%)
PAY000049382,ORD000063205,S00343,400.51,206.26,1,194.25,2024-07-09 23:18:00,W28,disputed,48.5,critical,0.326,Critical (>30%)
PAY000087960,ORD000112588,S00120,1034.56,539.26,1,495.3,2023-02-22 04:11:00,W8,disputed,47.88,critical,0.326,Critical (>30%)
PAY000112501,ORD000143999,S00289,1760.93,929.75,1,831.18,2023-01-23 08:28:00,W4,disputed,47.2,critical,0.326,Critical (>30%)
PAY000078866,ORD000100977,S00452,1567.7,825.23,1,742.47,2024-02-21 05:09:00,W8,disputed,47.36,critical,0.3259,Critical (>30%)
PAY000101183,ORD000129537,S00421,1032.58,538.49,1,494.09,2023-09-07 12:19:00,W36,disputed,47.85,critical,0.3258,Critical (>30%)
PAY000080888,ORD000103552,S00132,296.07,152.34,1,143.73,2024-02-10 20:07:00,W6,disputed,48.55,critical,0.3257,Critical (>30%)
PAY000060831,ORD000077830,S00165,7774.4,4497.24,1,3277.16,2024-06-16 02:21:00,W24,disputed,42.15,critical,0.3256,Critical (>30%)
PAY000036032,ORD000046162,S00370,4622.25,2559.41,1,2062.84,2023-07-08 08:04:00,W27,disputed,44.63,critical,0.3256,Critical (>30%)
PAY000033852,ORD000043395,S00319,935.39,487.52,1,447.87,2023-08-23 12:56:00,W34,disputed,47.88,critical,0.3253,Critical (>30%)
PAY000079685,ORD000102021,S00023,902.45,470.31,1,432.14,2023-04-10 23:10:00,W15,disputed,47.89,critical,0.3252,Critical (>30%)
PAY000083287,ORD000106621,S00037,2353.04,1257.96,1,1095.08,2024-05-31 14:00:00,W22,disputed,46.54,critical,0.3252,Critical (>30%)
PAY000042045,ORD000053832,S00306,351.13,181.3,1,169.83,2023-10-30 22:33:00,W44,disputed,48.37,critical,0.3248,Critical (>30%)
PAY000015316,ORD000019632,S00500,185.53,95.54,1,89.99,2023-06-14 20:12:00,W24,disputed,48.5,critical,0.3246,Critical (>30%)
PAY000015892,ORD000020378,S00209,920.65,480.92,1,439.73,2024-03-29 06:15:00,W13,disputed,47.76,critical,0.3244,Critical (>30%)
PAY000007630,ORD000009788,S00267,1437.8,758.35,1,679.45,2023-08-09 04:16:00,W32,disputed,47.26,critical,0.3243,Critical (>30%)
PAY000017185,ORD000022030,S00222,3037.78,1646.33,1,1391.45,2023-04-15 16:25:00,W15,disputed,45.8,critical,0.3243,Critical (>30%)
PAY000025011,ORD000032043,S00046,508.0,263.54,1,244.46,2023-02-18 21:12:00,W7,disputed,48.12,critical,0.3242,Critical (>30%)
PAY000049875,ORD000063850,S00197,720.07,375.18,1,344.89,2023-10-08 05:09:00,W40,disputed,47.9,critical,0.3241,Critical (>30%)
PAY000054421,ORD000069658,S00483,2117.38,1130.75,1,986.63,2024-06-01 17:02:00,W22,disputed,46.6,critical,0.3241,Critical (>30%)
PAY000059414,ORD000076041,S00488,305.99,158.23,1,147.76,2023-06-15 16:08:00,W24,disputed,48.29,critical,0.324,Critical (>30%)
PAY000044078,ORD000056381,S00254,961.19,503.08,1,458.11,2023-10-30 21:01:00,W44,disputed,47.66,critical,0.324,Critical (>30%)
PAY000054684,ORD000070006,S00032,195.15,100.73,1,94.42,2023-10-18 03:13:00,W42,disputed,48.38,critical,0.3239,Critical (>30%)
PAY000048623,ORD000062223,S00406,1122.9,589.62,1,533.28,2024-05-15 06:25:00,W20,disputed,47.49,critical,0.3239,Critical (>30%)
PAY000114671,ORD000146795,S00104,8825.74,5193.31,1,3632.43,2023-07-01 14:52:00,W26,disputed,41.16,critical,0.3238,Critical (>30%)
PAY000029669,ORD000038015,S00373,952.22,498.82,1,453.4,2023-12-12 10:13:00,W50,disputed,47.62,critical,0.3237,Critical (>30%)
PAY000068342,ORD000087420,S00210,1789.1,951.09,1,838.01,2024-04-30 10:16:00,W18,disputed,46.84,critical,0.3237,Critical (>30%)
PAY000003649,ORD000004642,S00165,5694.92,3219.62,1,2475.3,2024-03-17 10:06:00,W11,disputed,43.47,critical,0.3235,Critical (>30%)
PAY000018361,ORD000023531,S00303,2972.67,1612.63,1,1360.04,2023-09-27 00:07:00,W39,disputed,45.75,critical,0.3235,Critical (>30%)
PAY000012636,ORD000016165,S00385,1323.91,698.74,1,625.17,2023-08-08 11:47:00,W32,disputed,47.22,critical,0.3233,Critical (>30%)
PAY000047946,ORD000061352,S00220,465.68,242.08,1,223.6,2024-06-20 21:56:00,W25,disputed,48.02,critical,0.3232,Critical (>30%)
PAY000101768,ORD000130267,S00134,1815.18,966.72,1,848.46,2023-07-14 20:14:00,W28,disputed,46.74,critical,0.3232,Critical (>30%)
PAY000009986,ORD000012810,S00116,1424.29,753.27,1,671.02,2024-07-10 19:04:00,W28,disputed,47.11,critical,0.3232,Critical (>30%)
PAY000030312,ORD000038845,S00496,2783.51,1507.65,1,1275.86,2023-09-07 23:32:00,W36,disputed,45.84,critical,0.323,Critical (>30%)
PAY000030207,ORD000038713,S00137,2254.46,1210.47,1,1043.99,2024-06-23 12:45:00,W25,disputed,46.31,critical,0.323,Critical (>30%)
PAY000022971,ORD000029402,S00479,1238.25,653.34,1,584.91,2023-05-18 13:14:00,W20,disputed,47.24,critical,0.3229,Critical (>30%)
PAY000094786,ORD000121353,S00185,101.37,52.4,1,48.97,2023-03-21 05:46:00,W12,disputed,48.31,critical,0.3228,Critical (>30%)
PAY000027164,ORD000034814,S00010,514.19,267.92,1,246.27,2024-02-17 20:04:00,W7,disputed,47.89,critical,0.3227,Critical (>30%)
PAY000051076,ORD000065403,S00249,7037.38,4058.43,1,2978.95,2024-05-01 01:38:00,W18,disputed,42.33,critical,0.3227,Critical (>30%)
PAY000099016,ORD000126796,S00286,2847.01,1545.11,1,1301.9,2023-10-15 20:55:00,W41,disputed,45.73,critical,0.3226,Critical (>30%)
PAY000090693,ORD000116051,S00487,1672.93,890.21,1,782.72,2023-01-29 11:29:00,W4,disputed,46.79,critical,0.3226,Critical (>30%)
PAY000075613,ORD000096753,S00362,1126.41,593.77,1,532.64,2023-01-18 08:28:00,W3,disputed,47.29,critical,0.3226,Critical (>30%)
PAY000050412,ORD000064554,S00418,863.69,453.32,1,410.37,2024-01-28 06:57:00,W4,disputed,47.51,critical,0.3224,Critical (>30%)
PAY000113307,ORD000145029,S00240,778.37,408.1,1,370.27,2024-02-22 05:57:00,W8,disputed,47.57,critical,0.3222,Critical (>30%)
PAY000115011,ORD000147250,S00348,593.75,310.25,1,283.5,2023-04-10 16:47:00,W15,disputed,47.75,critical,0.3222,Critical (>30%)
PAY000051445,ORD000065872,S00216,5802.05,3294.61,1,2507.44,2023-05-01 02:43:00,W18,disputed,43.22,critical,0.3222,Critical (>30%)
PAY000033646,ORD000043135,S00489,4121.85,2284.27,1,1837.58,2024-03-03 10:56:00,W9,disputed,44.58,critical,0.3222,Critical (>30%)
PAY000052394,ORD000067066,S00358,616.17,322.08,1,294.09,2023-04-23 15:27:00,W16,disputed,47.73,critical,0.3222,Critical (>30%)
PAY000067584,ORD000086475,S00013,1052.73,554.82,1,497.91,2024-01-08 00:45:00,W2,disputed,47.3,critical,0.3221,Critical (>30%)
PAY000082875,ORD000106087,S00270,688.28,360.36,1,327.92,2023-06-16 12:57:00,W24,disputed,47.64,critical,0.3221,Critical (>30%)
PAY000084514,ORD000108188,S00049,1193.31,630.55,1,562.76,2024-01-11 06:43:00,W2,disputed,47.16,critical,0.3221,Critical (>30%)
PAY000059841,ORD000076580,S00189,264.4,137.37,1,127.03,2023-10-24 22:00:00,W43,disputed,48.04,critical,0.322,Critical (>30%)
PAY000082211,ORD000105249,S00322,1771.69,945.97,1,825.72,2023-04-10 07:53:00,W15,disputed,46.61,critical,0.322,Critical (>30%)
PAY000088453,ORD000113206,S00172,3640.39,2004.56,1,1635.83,2024-04-11 13:12:00,W15,disputed,44.94,critical,0.3219,Critical (>30%)
PAY000082616,ORD000105757,S00350,3916.18,2165.69,1,1750.49,2023-03-31 08:58:00,W13,disputed,44.7,critical,0.3218,Critical (>30%)
PAY000076657,ORD000098108,S00320,5267.64,2972.3,1,2295.34,2023-11-20 08:41:00,W47,disputed,43.57,critical,0.3217,Critical (>30%)
PAY000074605,ORD000095476,S00160,2092.81,1124.38,1,968.43,2024-02-18 18:20:00,W7,disputed,46.27,critical,0.3217,Critical (>30%)
PAY000024220,ORD000031012,S00049,3712.4,2047.55,1,1664.85,2023-06-19 02:00:00,W25,disputed,44.85,critical,0.3217,Critical (>30%)
PAY000002811,ORD000003571,S00421,1339.54,710.5,1,629.04,2024-07-07 23:50:00,W27,disputed,46.96,critical,0.3217,Critical (>30%)
PAY000013166,ORD000016856,S00464,1003.07,528.89,1,474.18,2023-04-11 02:03:00,W15,disputed,47.27,critical,0.3216,Critical (>30%)
PAY000025493,ORD000032667,S00160,413.56,215.82,1,197.74,2024-01-05 09:25:00,W1,disputed,47.81,critical,0.3215,Critical (>30%)
PAY000071436,ORD000091389,S00469,2156.23,1160.71,1,995.52,2024-06-03 12:18:00,W23,disputed,46.17,critical,0.3214,Critical (>30%)
PAY000095685,ORD000122492,S00273,508.19,265.74,1,242.45,2023-05-16 15:30:00,W20,disputed,47.71,critical,0.3214,Critical (>30%)
PAY000116288,ORD000148870,S00052,2053.28,1103.23,1,950.05,2023-05-13 12:47:00,W19,disputed,46.27,critical,0.3214,Critical (>30%)
PAY000107513,ORD000137591,S00497,1307.12,693.51,1,613.61,2023-03-17 14:36:00,W11,disputed,46.94,critical,0.3213,Critical (>30%)
PAY000004180,ORD000005347,S00352,927.81,489.35,1,438.46,2024-06-12 03:54:00,W24,disputed,47.26,critical,0.3211,Critical (>30%)
PAY000046279,ORD000059253,S00368,766.04,402.99,1,363.05,2023-10-04 04:12:00,W40,disputed,47.39,critical,0.3209,Critical (>30%)
PAY000065034,ORD000083236,S00035,3817.1,2112.76,1,1704.34,2023-02-22 01:17:00,W8,disputed,44.65,critical,0.3209,Critical (>30%)
PAY000106145,ORD000135836,S00085,2623.58,1425.35,1,1198.23,2023-02-05 06:58:00,W5,disputed,45.67,critical,0.3208,Critical (>30%)
PAY000070822,ORD000090587,S00369,1790.27,960.0,1,830.27,2023-03-02 10:46:00,W9,disputed,46.38,critical,0.3205,Critical (>30%)
PAY000029872,ORD000038280,S00172,1536.4,820.5,1,715.9,2024-06-12 01:59:00,W24,disputed,46.6,critical,0.3204,Critical (>30%)
PAY000110443,ORD000141378,S00469,3826.53,2120.83,1,1705.7,2023-10-14 19:34:00,W41,disputed,44.58,critical,0.3204,Critical (>30%)
PAY000004447,ORD000005675,S00479,750.44,395.6,1,354.84,2023-10-29 01:39:00,W43,disputed,47.28,critical,0.3201,Critical (>30%)
PAY000062685,ORD000080217,S00462,1581.69,846.06,1,735.63,2023-02-25 12:16:00,W8,disputed,46.51,critical,0.3201,Critical (>30%)
PAY000060307,ORD000077176,S00034,2092.19,1129.23,1,962.96,2023-04-11 02:00:00,W15,disputed,46.03,critical,0.32,Critical (>30%)
PAY000074381,ORD000095189,S00355,823.73,435.28,1,388.45,2023-10-05 21:14:00,W40,disputed,47.16,critical,0.3197,Critical (>30%)
PAY000014870,ORD000019056,S00136,1203.64,640.62,1,563.02,2024-01-07 13:14:00,W1,disputed,46.78,critical,0.3196,Critical (>30%)
PAY000061806,ORD000079082,S00384,546.65,287.69,1,258.96,2023-07-27 17:42:00,W30,disputed,47.37,critical,0.3194,Critical (>30%)
PAY000031058,ORD000039837,S00119,1499.27,802.93,1,696.34,2023-12-17 10:47:00,W50,disputed,46.45,critical,0.3192,Critical (>30%)
PAY000040010,ORD000051267,S00087,605.5,319.19,1,286.31,2023-12-23 14:55:00,W51,disputed,47.28,critical,0.3191,Critical (>30%)
PAY000079485,ORD000101760,S00433,693.42,366.55,1,326.87,2023-04-15 22:06:00,W15,disputed,47.14,critical,0.3188,Critical (>30%)
PAY000088171,ORD000112855,S00210,2577.43,1406.75,1,1170.68,2023-05-15 04:39:00,W20,disputed,45.42,critical,0.3188,Critical (>30%)
PAY000027812,ORD000035652,S00281,261.53,137.17,1,124.36,2024-04-06 17:51:00,W14,disputed,47.55,critical,0.3187,Critical (>30%)
PAY000017515,ORD000022448,S00252,1411.87,755.94,1,655.93,2023-04-02 18:26:00,W13,disputed,46.46,critical,0.3187,Critical (>30%)
PAY000041356,ORD000052953,S00390,755.04,399.67,1,355.37,2024-02-19 18:16:00,W8,disputed,47.07,critical,0.3187,Critical (>30%)
PAY000013286,ORD000017000,S00251,931.85,495.17,1,436.68,2023-08-17 21:43:00,W33,disputed,46.86,critical,0.3184,Critical (>30%)
PAY000039876,ORD000051113,S00192,4947.54,2801.78,1,2145.76,2024-03-28 21:18:00,W13,disputed,43.37,critical,0.3183,Critical (>30%)
PAY000111381,ORD000142583,S00191,7098.42,4139.06,1,2959.36,2024-06-12 04:59:00,W24,disputed,41.69,critical,0.3182,Critical (>30%)
PAY000007773,ORD000009963,S00048,2713.24,1486.21,1,1227.03,2023-06-22 14:05:00,W25,disputed,45.22,critical,0.3182,Critical (>30%)
PAY000103735,ORD000132773,S00224,1391.23,745.79,1,645.44,2024-06-02 17:06:00,W22,disputed,46.39,critical,0.3181,Critical (>30%)
PAY000051002,ORD000065301,S00378,1052.63,561.28,1,491.35,2024-03-15 12:28:00,W11,disputed,46.68,critical,0.3179,Critical (>30%)
PAY000104914,ORD000134279,S00330,6811.73,3960.82,1,2850.91,2023-09-12 09:28:00,W37,disputed,41.85,critical,0.3178,Critical (>30%)
PAY000116475,ORD000149117,S00188,566.35,299.6,1,266.75,2023-02-19 13:44:00,W7,disputed,47.1,critical,0.3177,Critical (>30%)
